timestamp,latitude,longitude,zone,disaster,severity
2023-01-01 03:41:00,37.631322554802665,-121.76481447716228,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 03:52:00,37.35768036576513,-121.62478254285658,Zone D,flood,Level 2: Moderate Disaster
2023-01-01 03:54:00,37.71524397366541,-122.08316145039268,Zone A,flood,Level 2: Moderate Disaster
2023-01-01 03:56:00,37.53414397522212,-121.65676259998828,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 03:58:00,37.01618972061454,-121.61097213794493,Zone D,hurricane,Level 1: Mild Disaster
2023-01-01 04:12:00,37.5027850601264,-122.30785523116778,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 04:17:00,37.92564111166172,-122.22264996338374,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 04:22:00,37.80103996291118,-121.72160245899342,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 04:33:00,37.88850931029654,-121.60403141723783,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 04:38:00,37.90136374536622,-122.37097594040132,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-01 04:48:00,37.40050158484858,-121.69270289580898,Zone D,hurricane,Level 3: Severe Disaster
2023-01-01 05:03:00,37.10430916939932,-122.35468914660912,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 05:04:00,37.52467921998837,-121.73878779052664,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 05:08:00,37.906350706413,-121.91899374527212,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-01 05:18:00,37.517674660664674,-122.27018954880282,Zone A,earthquake,Level 3: Severe Disaster
2023-01-01 05:25:00,37.87374092780832,-122.23490758641849,Zone A,flood,Level 2: Moderate Disaster
2023-01-01 05:30:00,37.499656279244434,-121.56518874400588,Zone D,hurricane,Level 1: Mild Disaster
2023-01-01 05:49:00,37.57889895840616,-122.1005324679116,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 05:52:00,37.10556291228304,-121.85785147286929,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-01 05:53:00,37.26237977069419,-121.62274008797696,Zone D,hurricane,Level 4: Critical Disaster
2023-01-01 05:59:00,37.19812197689534,-121.64864904883966,Zone D,earthquake,Level 1: Mild Disaster
2023-01-01 06:00:00,37.48847089266028,-122.43477047145626,Zone C,hurricane,Level 1: Mild Disaster
2023-01-01 06:04:00,37.22650166101624,-121.72699514568596,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-01 06:05:00,37.31063091073667,-122.0700699973268,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 06:06:00,37.22865115839871,-122.32373293649428,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 06:07:00,37.85175545500199,-122.00762890966996,Zone A,flood,Level 3: Severe Disaster
2023-01-01 06:09:00,37.93237618356325,-122.3078423036508,Zone A,flood,Level 1: Mild Disaster
2023-01-01 06:14:00,37.08912714215537,-122.34202438161792,Zone C,flood,Level 1: Mild Disaster
2023-01-01 06:15:00,37.60127405896,-122.29728869066372,Zone A,flood,Level 1: Mild Disaster
2023-01-01 06:22:00,37.83162213605181,-122.40857807185684,Zone A,earthquake,Level 3: Severe Disaster
2023-01-01 06:40:00,37.89274040093751,-121.84393270226946,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-01 06:41:00,37.584803939344745,-121.94962110177016,Zone B,hurricane,Level 3: Severe Disaster
2023-01-01 06:50:00,37.413067770862654,-122.30519526202288,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 06:52:00,37.38243967070832,-122.15223611890808,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 06:57:00,37.55724767224104,-122.1486655577093,Zone A,flood,Level 3: Severe Disaster
2023-01-01 07:09:00,37.28781011760455,-122.27149334581468,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 07:11:00,37.140710438199285,-121.52698914449086,Zone D,flood,Level 3: Severe Disaster
2023-01-01 07:19:00,37.17671844566107,-122.33867717629728,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-01 07:30:00,37.59475954330443,-122.20528827641049,Zone A,hurricane,Level 2: Moderate Disaster
2023-01-01 07:34:00,37.87616724760845,-122.43917977387665,Zone A,earthquake,Level 3: Severe Disaster
2023-01-01 07:45:00,37.817708202029294,-121.73678543152982,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 07:58:00,37.4259640328039,-122.26962928242024,Zone C,hurricane,Level 1: Mild Disaster
2023-01-01 08:09:00,37.94327120834707,-122.1520502525327,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 08:11:00,37.90843997022903,-121.66470899969576,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 08:14:00,37.36085825511257,-122.35510201857164,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 08:16:00,37.79531839515713,-122.4501623305209,Zone A,hurricane,Level 4: Critical Disaster
2023-01-01 08:17:00,37.988718798887504,-121.7356626432315,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-01 08:19:00,37.32353772430103,-121.96254447792364,Zone D,flood,Level 3: Severe Disaster
2023-01-01 08:44:00,37.71922985170785,-122.08027084533587,Zone A,hurricane,Level 2: Moderate Disaster
2023-01-01 08:45:00,37.14955926761612,-122.30601202927382,Zone C,flood,Level 2: Moderate Disaster
2023-01-01 08:53:00,37.26623438634287,-121.8114733660502,Zone D,earthquake,Level 1: Mild Disaster
2023-01-01 09:06:00,37.99127275698223,-122.18377427714148,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 09:21:00,37.101518549882286,-121.54140517356548,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-01 09:35:00,37.26976269828589,-121.99182702103074,Zone D,flood,Level 2: Moderate Disaster
2023-01-01 09:37:00,37.67769242073555,-121.8947741634532,Zone B,flood,Level 1: Mild Disaster
2023-01-01 09:40:00,37.85483563699584,-121.94868961483338,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 09:50:00,37.47024188883246,-121.79309707327587,Zone D,earthquake,Level 4: Critical Disaster
2023-01-01 09:53:00,37.282923763308304,-121.8243236922236,Zone D,earthquake,Level 1: Mild Disaster
2023-01-01 09:58:00,37.16867188133917,-121.76810669899,Zone D,flood,Level 3: Severe Disaster
2023-01-01 10:00:00,37.11213523504074,-122.17134977961926,Zone C,flood,Level 3: Severe Disaster
2023-01-01 10:04:00,37.216221373971294,-122.06572134041524,Zone C,earthquake,Level 3: Severe Disaster
2023-01-01 10:20:00,37.81374838944394,-121.6106648868336,Zone B,flood,Level 1: Mild Disaster
2023-01-01 10:22:00,37.86109320729865,-121.55571171426828,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 10:25:00,37.65078269711884,-121.67224209099216,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 10:33:00,37.7056929528508,-122.27923125687784,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-01 10:34:00,37.34512703730009,-122.0332298867824,Zone C,flood,Level 1: Mild Disaster
2023-01-01 10:40:00,37.576357066644185,-122.28051593721813,Zone A,flood,Level 1: Mild Disaster
2023-01-01 10:41:00,37.42985274537497,-122.49727063774888,Zone C,flood,Level 1: Mild Disaster
2023-01-01 10:42:00,37.98374360880097,-122.1465715379482,Zone A,flood,Level 2: Moderate Disaster
2023-01-01 10:49:00,37.77486020169279,-121.9514056727154,Zone B,hurricane,Level 4: Critical Disaster
2023-01-01 10:50:00,37.68196149082141,-122.14682365676056,Zone A,flood,Level 4: Critical Disaster
2023-01-01 11:22:00,37.05108320492935,-122.47383964232664,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-01 11:42:00,37.13172740545209,-122.24659542629712,Zone C,flood,Level 2: Moderate Disaster
2023-01-01 11:45:00,37.569017275085535,-121.56005138253542,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-01 11:55:00,37.91974693491003,-122.25792735287762,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 12:11:00,37.16859807750014,-122.31673468247864,Zone C,flood,Level 3: Severe Disaster
2023-01-01 12:12:00,37.7764753536601,-122.4709212286912,Zone A,earthquake,Level 3: Severe Disaster
2023-01-01 12:15:00,37.13021102756415,-122.33938752997146,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 12:22:00,37.783940431870654,-122.13955102617044,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 12:36:00,37.10685105496925,-122.31270865826326,Zone C,flood,Level 2: Moderate Disaster
2023-01-01 12:40:00,37.270572487582406,-122.03355851238705,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 12:46:00,37.006913720865285,-121.66781206915468,Zone D,hurricane,Level 3: Severe Disaster
2023-01-01 12:48:00,37.23020296925949,-122.47886500588488,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 12:52:00,37.27862724514528,-122.2213777469259,Zone C,flood,Level 2: Moderate Disaster
2023-01-01 12:56:00,37.47623827680264,-122.35142964349517,Zone C,flood,Level 2: Moderate Disaster
2023-01-01 12:59:00,37.3208089748922,-121.5352196104517,Zone D,flood,Level 2: Moderate Disaster
2023-01-01 13:13:00,37.19461013599792,-121.90225944238864,Zone D,earthquake,Level 1: Mild Disaster
2023-01-01 13:15:00,37.17751766791286,-122.42697140150112,Zone C,earthquake,Level 2: Moderate Disaster
2023-01-01 13:16:00,37.210072008915496,-122.0569806397768,Zone C,flood,Level 3: Severe Disaster
2023-01-01 13:18:00,37.38108571235999,-122.46105076340368,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 13:20:00,37.68129849931104,-121.87517346180852,Zone B,hurricane,Level 3: Severe Disaster
2023-01-01 13:29:00,37.84005786271302,-121.7631498425177,Zone B,flood,Level 1: Mild Disaster
2023-01-01 13:31:00,37.58912776243976,-122.28356303331228,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 13:33:00,37.38661393576379,-122.0734189827027,Zone C,earthquake,Level 4: Critical Disaster
2023-01-01 13:39:00,37.144254453476535,-122.34678380967036,Zone C,flood,Level 1: Mild Disaster
2023-01-01 13:44:00,37.60833409674252,-121.67001408488238,Zone B,hurricane,Level 3: Severe Disaster
2023-01-01 13:55:00,37.50600462144346,-121.88964341393306,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 13:58:00,37.53972764086463,-121.75346737524156,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-01 14:03:00,37.39787966366913,-122.26184523652766,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 14:04:00,37.14792599945143,-122.43601812030737,Zone C,flood,Level 1: Mild Disaster
2023-01-01 14:11:00,37.58608301031528,-121.92035136195364,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 14:14:00,37.21079972093295,-122.3846479486958,Zone C,flood,Level 4: Critical Disaster
2023-01-01 14:17:00,37.28315767228959,-122.39669558145216,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 14:42:00,37.92487915566287,-121.96120409380067,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 15:07:00,37.69146370240139,-121.78437241919632,Zone B,hurricane,Level 4: Critical Disaster
2023-01-01 15:10:00,37.8999878912186,-121.75038513479576,Zone B,flood,Level 3: Severe Disaster
2023-01-01 15:12:00,37.105026300092526,-122.43529548444016,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 15:21:00,37.66005351713064,-121.60510385774748,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-01 15:27:00,37.343669682242606,-121.52273042681666,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-01 15:32:00,37.38921196821968,-122.0606310057016,Zone C,earthquake,Level 3: Severe Disaster
2023-01-01 15:34:00,37.948216103710834,-122.15130168923804,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 15:38:00,37.966431349600896,-122.00670356894102,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-01 15:46:00,37.64424105891322,-122.254926716888,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 15:48:00,37.06180264106138,-122.13990021542033,Zone C,flood,Level 3: Severe Disaster
2023-01-01 15:54:00,37.22506391829324,-121.74135965824073,Zone D,flood,Level 2: Moderate Disaster
2023-01-01 16:02:00,37.77953058767716,-122.11195433698232,Zone A,flood,Level 1: Mild Disaster
2023-01-01 16:03:00,37.1149765919501,-121.60295960250131,Zone D,flood,Level 4: Critical Disaster
2023-01-01 16:23:00,37.158822984418606,-121.68208189613289,Zone D,hurricane,Level 1: Mild Disaster
2023-01-01 16:25:00,37.75597104044743,-122.16209209147284,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-01 16:26:00,37.19325173913328,-122.31170030437168,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 16:27:00,37.6212594838988,-122.19454008698928,Zone A,flood,Level 4: Critical Disaster
2023-01-01 16:35:00,37.99263608286466,-121.592220818758,Zone B,flood,Level 4: Critical Disaster
2023-01-01 16:39:00,37.54484071173653,-121.86287952317112,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 16:44:00,37.71529087839599,-121.80766976494338,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-01 17:02:00,37.25486746066093,-122.2623608406048,Zone C,flood,Level 4: Critical Disaster
2023-01-01 17:03:00,37.18982891949981,-121.55128064532404,Zone D,hurricane,Level 1: Mild Disaster
2023-01-01 17:29:00,37.32420413011192,-121.78787130488952,Zone D,flood,Level 2: Moderate Disaster
2023-01-01 17:33:00,37.55493102924062,-121.69723588412997,Zone B,hurricane,Level 3: Severe Disaster
2023-01-01 17:38:00,37.80091162711582,-121.95107566867424,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 17:43:00,37.50448318449877,-122.44265713834702,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 17:51:00,37.5102231301488,-121.77035507624863,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 17:54:00,37.8592964078737,-121.77034106817064,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 18:05:00,37.30611085914445,-122.37168645966284,Zone C,hurricane,Level 1: Mild Disaster
2023-01-01 18:19:00,37.56984067337216,-121.57240179503404,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 18:27:00,37.75988930695496,-122.46249475193744,Zone A,hurricane,Level 4: Critical Disaster
2023-01-01 18:52:00,37.35919258701237,-121.65856426930468,Zone D,flood,Level 1: Mild Disaster
2023-01-01 18:59:00,37.67100229100222,-121.78612337798629,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-01 19:02:00,37.81478442332706,-121.60963603582655,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 19:20:00,37.72957347929621,-121.99361063797367,Zone B,earthquake,Level 3: Severe Disaster
2023-01-01 19:23:00,37.559234336361975,-121.54796535387705,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 19:30:00,37.39906666555463,-122.38668023261307,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 19:42:00,37.99196984332736,-121.62493631588464,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-01 19:47:00,37.83075761138693,-122.0415396768738,Zone A,hurricane,Level 1: Mild Disaster
2023-01-01 20:01:00,37.99498519174411,-121.92558867669996,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 20:08:00,37.95977691163164,-121.73056410056412,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 20:23:00,37.35454629542271,-122.20789760974776,Zone C,flood,Level 1: Mild Disaster
2023-01-01 20:45:00,37.11002820096772,-122.00715798828664,Zone C,hurricane,Level 1: Mild Disaster
2023-01-01 20:46:00,37.75709608549952,-122.02113893011104,Zone A,flood,Level 4: Critical Disaster
2023-01-01 20:56:00,37.98011097771491,-122.45804553805364,Zone A,flood,Level 2: Moderate Disaster
2023-01-01 21:16:00,37.66832647223229,-122.32638402114048,Zone A,flood,Level 3: Severe Disaster
2023-01-01 21:18:00,37.54373816099948,-121.91978954113712,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 21:19:00,37.75919727208778,-122.32979060116638,Zone A,flood,Level 4: Critical Disaster
2023-01-01 21:25:00,37.16650765277991,-122.008119025479,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-01 21:32:00,37.92262910747216,-122.48721686879271,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-01 21:35:00,37.52221818105048,-121.70114342752214,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 21:37:00,37.622300400853504,-121.55416319728022,Zone B,hurricane,Level 1: Mild Disaster
2023-01-01 21:38:00,37.539990742572094,-121.8087967910636,Zone B,earthquake,Level 1: Mild Disaster
2023-01-01 21:42:00,37.13548562212092,-122.0793132596568,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 21:52:00,37.99798372247717,-121.676085925177,Zone B,flood,Level 4: Critical Disaster
2023-01-01 21:53:00,37.96488797868765,-121.83766747635003,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-01 21:54:00,37.95501735639295,-121.86964853090988,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 22:06:00,37.33046746132491,-122.16644748838218,Zone C,earthquake,Level 4: Critical Disaster
2023-01-01 22:07:00,37.54584228723401,-122.30541050190637,Zone A,flood,Level 3: Severe Disaster
2023-01-01 22:17:00,37.654154699883016,-121.5091735131199,Zone B,flood,Level 1: Mild Disaster
2023-01-01 22:19:00,37.90682343070294,-122.0407899888354,Zone A,earthquake,Level 1: Mild Disaster
2023-01-01 22:31:00,37.03021056029295,-121.6307237970794,Zone D,hurricane,Level 4: Critical Disaster
2023-01-01 22:33:00,37.54705020491801,-121.65894523646024,Zone B,earthquake,Level 4: Critical Disaster
2023-01-01 22:42:00,37.91723498433047,-122.45310098585011,Zone A,earthquake,Level 4: Critical Disaster
2023-01-01 22:43:00,37.52827935834544,-121.57894761764268,Zone B,flood,Level 2: Moderate Disaster
2023-01-01 22:59:00,37.35720661924587,-122.49018295074202,Zone C,hurricane,Level 1: Mild Disaster
2023-01-01 23:09:00,37.02598189410233,-122.26746083295036,Zone C,hurricane,Level 4: Critical Disaster
2023-01-01 23:13:00,37.03366114796688,-121.99799188151827,Zone D,hurricane,Level 4: Critical Disaster
2023-01-01 23:25:00,37.8964645843998,-121.82698483754432,Zone B,flood,Level 3: Severe Disaster
2023-01-01 23:28:00,37.056454811116495,-121.81164079258951,Zone D,earthquake,Level 3: Severe Disaster
2023-01-01 23:29:00,37.3263264594882,-121.86517031841444,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-01 23:30:00,37.294238122286345,-122.18314888616092,Zone C,earthquake,Level 1: Mild Disaster
2023-01-01 23:31:00,37.06256585757105,-122.0261012028144,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-01 23:34:00,37.72715021943257,-122.26587850645824,Zone A,flood,Level 2: Moderate Disaster
2023-01-01 23:41:00,37.43184439040294,-122.49306846138484,Zone C,flood,Level 1: Mild Disaster
2023-01-01 23:42:00,37.126517863989626,-122.0691213823468,Zone C,hurricane,Level 3: Severe Disaster
2023-01-01 23:47:00,37.13616485333275,-122.10796157421456,Zone C,flood,Level 1: Mild Disaster
2023-01-01 23:59:00,37.01530238041728,-122.26179656380305,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-02 00:08:00,37.72059427069565,-121.96037557179493,Zone B,earthquake,Level 2: Moderate Disaster
2023-01-02 00:25:00,37.43760388015826,-121.71465979361822,Zone D,flood,Level 2: Moderate Disaster
2023-01-02 00:37:00,37.078721948839785,-121.72226880386472,Zone D,earthquake,Level 1: Mild Disaster
2023-01-02 00:38:00,37.724001436299424,-121.54372086727216,Zone B,flood,Level 3: Severe Disaster
2023-01-02 00:40:00,37.25172444756033,-122.1909529638112,Zone C,flood,Level 2: Moderate Disaster
2023-01-02 00:44:00,37.28351155688783,-122.34657472322117,Zone C,hurricane,Level 3: Severe Disaster
2023-01-02 00:45:00,37.51639205528898,-122.31662546327608,Zone A,hurricane,Level 2: Moderate Disaster
2023-01-02 00:46:00,37.08820282983776,-122.2156060031198,Zone C,earthquake,Level 1: Mild Disaster
2023-01-02 00:48:00,37.61525123557572,-122.13365562732528,Zone A,flood,Level 4: Critical Disaster
2023-01-02 00:51:00,37.91465425608301,-122.00879049468674,Zone A,hurricane,Level 1: Mild Disaster
2023-01-02 00:59:00,37.56300952771174,-121.91862612104396,Zone B,flood,Level 1: Mild Disaster
2023-01-02 01:00:00,37.693990742623306,-122.33904715055104,Zone A,earthquake,Level 3: Severe Disaster
2023-01-02 01:03:00,37.120016563288,-122.4123543182612,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-02 01:08:00,37.031492539522965,-121.57227962614428,Zone D,earthquake,Level 3: Severe Disaster
2023-01-02 01:18:00,37.18005387711321,-121.94829471891634,Zone D,earthquake,Level 2: Moderate Disaster
2023-01-02 01:25:00,37.59457522427945,-122.47807590566664,Zone A,hurricane,Level 4: Critical Disaster
2023-01-02 01:34:00,37.8753240348601,-122.42698919931216,Zone A,flood,Level 2: Moderate Disaster
2023-01-02 01:36:00,37.48205588367446,-121.6725730546807,Zone D,flood,Level 3: Severe Disaster
2023-01-02 01:39:00,37.82908059998447,-121.92401738281572,Zone B,flood,Level 1: Mild Disaster
2023-01-02 01:43:00,37.054445610402304,-122.17091095188384,Zone C,earthquake,Level 2: Moderate Disaster
2023-01-02 02:07:00,37.0051326997106,-121.61396163852132,Zone D,earthquake,Level 2: Moderate Disaster
2023-01-02 02:16:00,37.81248534272604,-122.13540284727404,Zone A,flood,Level 3: Severe Disaster
2023-01-02 02:18:00,37.021835608822656,-121.98033565096064,Zone D,flood,Level 1: Mild Disaster
2023-01-02 02:30:00,37.94230397433166,-122.24564645526024,Zone A,earthquake,Level 4: Critical Disaster
2023-01-02 02:40:00,37.20442874180847,-121.6234047337866,Zone D,earthquake,Level 4: Critical Disaster
2023-01-02 02:46:00,37.65687937178407,-122.32335982557264,Zone A,flood,Level 2: Moderate Disaster
2023-01-02 02:54:00,37.936296844365856,-122.2778893057235,Zone A,flood,Level 1: Mild Disaster
2023-01-02 03:09:00,37.074478687388456,-121.67041663624327,Zone D,earthquake,Level 2: Moderate Disaster
2023-01-02 03:10:00,37.13054612217548,-121.70158068108329,Zone D,hurricane,Level 1: Mild Disaster
2023-01-02 03:15:00,37.27291065786061,-121.80313035164173,Zone D,earthquake,Level 3: Severe Disaster
2023-01-02 03:41:00,37.02561233857173,-122.06441379413634,Zone C,hurricane,Level 1: Mild Disaster
2023-01-02 03:45:00,37.86357866050584,-122.40055980967983,Zone A,earthquake,Level 1: Mild Disaster
2023-01-02 04:02:00,37.37741060949619,-121.7678467487526,Zone D,flood,Level 1: Mild Disaster
2023-01-02 04:03:00,37.23236961110396,-122.3085422365727,Zone C,earthquake,Level 4: Critical Disaster
2023-01-02 04:08:00,37.23162321785261,-122.1657704829474,Zone C,hurricane,Level 4: Critical Disaster
2023-01-02 04:13:00,37.71629043173959,-122.06765672357623,Zone A,flood,Level 1: Mild Disaster
2023-01-02 04:31:00,37.30689292640102,-122.03141878375936,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-02 04:37:00,37.18960779698268,-121.96770032722384,Zone D,hurricane,Level 4: Critical Disaster
2023-01-02 04:41:00,37.91775008146431,-121.89071976909032,Zone B,hurricane,Level 3: Severe Disaster
2023-01-02 04:46:00,37.9627250097386,-121.58640497247065,Zone B,flood,Level 3: Severe Disaster
2023-01-02 04:54:00,37.136477219773454,-122.31219089326063,Zone C,hurricane,Level 1: Mild Disaster
2023-01-02 04:56:00,37.85355690568427,-122.16295121590244,Zone A,earthquake,Level 2: Moderate Disaster
2023-01-02 05:19:00,37.35685575355113,-122.47111060743156,Zone C,earthquake,Level 4: Critical Disaster
2023-01-02 05:35:00,37.411194727283785,-121.50448985683558,Zone D,earthquake,Level 2: Moderate Disaster
2023-01-02 05:45:00,37.55692261822436,-121.619171947135,Zone B,flood,Level 4: Critical Disaster
2023-01-02 06:05:00,37.00707236604867,-122.15182764622608,Zone C,hurricane,Level 2: Moderate Disaster
2023-01-02 06:09:00,37.41041874392497,-121.5413957446829,Zone D,hurricane,Level 2: Moderate Disaster
2023-01-02 06:16:00,37.49188563377476,-121.8120391344733,Zone D,earthquake,Level 1: Mild Disaster
2023-01-02 06:18:00,37.84268975823929,-122.31498586649062,Zone A,earthquake,Level 1: Mild Disaster
2023-01-02 06:20:00,37.55387199710882,-121.62807319533876,Zone B,hurricane,Level 2: Moderate Disaster
2023-01-02 06:37:00,37.908483187095285,-122.07156949457118,Zone A,hurricane,Level 1: Mild Disaster
2023-01-02 06:43:00,37.93941146214838,-122.06775854746168,Zone A,hurricane,Level 1: Mild Disaster
2023-01-02 06:50:00,37.80802936404632,-121.8616142522824,Zone B,hurricane,Level 1: Mild Disaster
