timestamp,latitude,longitude,zone,disaster,severity,name,infrastructure_type,infra_latitude,infra_longitude,distance_km,predicted_impact,recommended_action
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 310,shelter,37.82388002165111,-121.6515929938186,25.77962908733428,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 802,hospital,37.69197661998834,-122.2345450532686,59.67543997238421,Low,No immediate action required.
2023-02-04 05:58:00,37.20910277087144,-121.6491991282392,Zone D,,Level 0: No Disaster,Location 463,fire_station,37.20945981412059,-121.64174374920985,0.6629777821486292,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 115,hospital,37.92568033599169,-121.69380548388743,57.214547887603885,Low,No immediate action required.
2023-02-04 05:26:00,37.25243949164151,-121.68561998028947,Zone D,,Level 4: Critical Disaster,Location 147,hospital,37.21559554204224,-121.67771617803389,4.14873155404148,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 02:05:00,37.10935696671572,-122.42070779224,Zone C,,Level 3: Severe Disaster,Location 167,fire_station,37.12122662730238,-122.41980748841829,1.3197205916628711,High,
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 220,shelter,37.530907501352196,-122.31877452983285,13.178884569375024,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 677,hospital,37.82612699386501,-122.13317516084315,25.264276066986096,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 374,shelter,37.8697830438224,-122.45763131382233,65.5217063111423,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 17,fire_station,37.175522229079725,-121.60373126293419,51.620504275667436,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 139,hospital,37.89926179262611,-122.48791788517796,69.34638247132067,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 663,shelter,37.099282038800375,-122.49559922752098,85.22702708662347,Low,No immediate action required.
2023-02-04 10:14:00,37.252664438604135,-121.87568485956876,Zone D,hurricane,Level 3: Severe Disaster,Location 973,shelter,37.26635761542799,-121.92519246195502,4.647237336401618,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 16:03:00,37.07088676121224,-122.31158033119632,Zone C,hurricane,Level 4: Critical Disaster,Location 89,shelter,37.05936598476405,-122.31415712092155,1.2989383180831742,Critical,Evacuate Zone C shelter immediately to alternate zone.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 502,fire_station,37.04990802606796,-122.02671563709396,98.25151004743856,Low,No immediate action required.
2023-02-04 02:14:00,37.24175409290296,-122.3663919108428,Zone C,flood,Level 4: Critical Disaster,Location 342,fire_station,37.23043112576976,-122.35490554778337,1.6180333017921191,Critical,Dispatch mobile units; station may be compromised.
2023-02-04 14:54:00,37.434007491122514,-121.56966977904752,Zone D,earthquake,Level 4: Critical Disaster,Location 807,hospital,37.468082635189376,-121.56750761064721,3.786703852488389,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 225,fire_station,37.689531039710744,-122.06130918413932,45.60653136054678,Low,No immediate action required.
2023-02-04 14:12:00,37.343501153727615,-121.96220215929148,Zone D,,Level 1: Mild Disaster,Location 40,hospital,37.33835293161225,-121.95570330257023,0.8112356885772131,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 936,hospital,37.51487987820896,-122.11834564545248,57.881319432356214,Low,No immediate action required.
2023-02-04 16:54:00,37.15599622522168,-121.82049080410744,Zone D,earthquake,Level 4: Critical Disaster,Location 172,shelter,37.13828509951194,-121.82456574265233,1.998647513454771,Critical,Evacuate Zone D shelter immediately to alternate zone.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 12,fire_station,37.97888514673125,-122.18898963860852,53.895265231655664,Low,No immediate action required.
2023-02-04 08:17:00,37.067610479874254,-121.9191475699603,Zone D,hurricane,Level 2: Moderate Disaster,Location 490,fire_station,37.08689223598589,-121.88738296922709,3.543610376181671,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 902,fire_station,37.96124003077138,-121.62270818687409,11.003529249762611,Low,No immediate action required.
2023-02-04 16:22:00,37.05105999188223,-122.49160579807148,Zone C,earthquake,Level 4: Critical Disaster,Location 613,shelter,37.04716245388837,-122.47911532231109,1.1923079661404896,Critical,Evacuate Zone C shelter immediately to alternate zone.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 888,hospital,37.22633180079567,-122.1518081154481,86.37404531620294,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 583,shelter,37.29931609420109,-122.35337157422484,91.92142063872409,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 858,hospital,37.403755022576725,-122.1931706350583,22.379277489175255,Low,No immediate action required.
2023-02-04 07:08:00,37.05835865715196,-122.12421059441836,Zone C,hurricane,Level 2: Moderate Disaster,Location 482,hospital,37.06420791828785,-122.11526582763626,1.0267844869498488,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 371,fire_station,37.02622137557323,-122.30767823898586,112.52561387430468,Low,No immediate action required.
2023-02-04 10:04:00,37.97764149288912,-121.59505055821944,Zone B,hurricane,Level 3: Severe Disaster,Location 741,fire_station,37.974901310318124,-121.63167746878185,3.23240905772313,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 739,fire_station,37.127834726727926,-121.62387330352507,56.19334940970927,Low,No immediate action required.
2023-02-04 10:21:00,37.469479506069725,-121.9704881830685,Zone D,flood,Level 2: Moderate Disaster,Location 695,shelter,37.489070179058004,-121.95164116738528,2.7398060159504265,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 303,hospital,37.94932146070926,-122.03374502296094,32.25953716617706,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 634,hospital,37.20710798184512,-122.04053082326631,92.1102571658202,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 949,fire_station,37.34910483314049,-122.37328914895073,70.81206635934315,Low,No immediate action required.
2023-02-04 10:40:00,37.363454707323214,-121.8610799841159,Zone D,earthquake,Level 2: Moderate Disaster,Location 330,fire_station,37.375451750555754,-121.85098915479837,1.6036838701959661,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 03:40:00,37.94113122236878,-122.15506625036956,Zone A,flood,Level 4: Critical Disaster,Location 458,shelter,37.95276091259437,-122.1631265834934,1.4724820375400027,Critical,Evacuate Zone A shelter immediately to alternate zone.
2023-02-04 05:55:00,37.54748814433548,-122.35706900460303,Zone A,,Level 3: Severe Disaster,Location 909,fire_station,37.584941684845006,-122.33988424555749,4.425479168851925,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 100,hospital,37.51615130965222,-121.69176098905902,46.19345289799502,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 903,fire_station,37.416327940388975,-122.24067869556268,64.81667838595564,Low,No immediate action required.
2023-02-04 09:35:00,37.945593776124674,-121.7625131998912,Zone B,,Level 3: Severe Disaster,Location 599,shelter,37.94537189228403,-121.714834302324,4.190925516709346,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 818,shelter,37.456548432778014,-121.53677542200008,96.05306712334504,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 575,hospital,37.0167675084993,-122.44843534052616,68.85629991064194,Low,No immediate action required.
2023-02-04 09:35:00,37.945593776124674,-121.7625131998912,Zone B,,Level 3: Severe Disaster,Location 987,fire_station,37.94467889043928,-121.79277465078937,2.661854350381304,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 18,hospital,37.022470949811805,-122.29724872911291,112.3566424797066,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 189,shelter,37.30541027159002,-121.70071577441179,97.48964615687383,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 900,fire_station,37.132455804739145,-122.48578979234989,58.166508568271205,Low,No immediate action required.
2023-02-04 15:59:00,37.61868427303619,-122.08520401510282,Zone A,flood,Level 4: Critical Disaster,Location 157,shelter,37.600739787570475,-122.06254770326396,2.8228492316694886,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 529,shelter,37.52364424554548,-122.32707357882529,74.9966414382423,Low,No immediate action required.
2023-02-04 14:00:00,37.21259388671517,-121.66727886949448,Zone D,hurricane,Level 3: Severe Disaster,Location 140,hospital,37.2087774201486,-121.71386889466,4.157219168568676,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 172,shelter,37.13828509951194,-121.82456574265233,61.69619740065391,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 911,fire_station,37.59423705897101,-122.02265305857355,21.092020829087108,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 330,fire_station,37.375451750555754,-121.85098915479837,27.472302130991466,Low,No immediate action required.
2023-02-04 07:53:00,37.5594184291549,-121.95588140398443,Zone B,flood,Level 2: Moderate Disaster,Location 108,fire_station,37.532218067534046,-121.92975510783566,3.800586706861097,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 694,shelter,37.51095689383778,-121.59584143753698,39.28620964515354,Low,No immediate action required.
2023-02-04 07:22:00,37.76730329160991,-122.23370249519547,Zone A,flood,Level 4: Critical Disaster,Location 114,fire_station,37.763392790140735,-122.22533622688071,0.8554522214662246,Critical,Dispatch mobile units; station may be compromised.
2023-02-04 01:50:00,37.92554941120009,-122.4125679559712,Zone A,earthquake,Level 2: Moderate Disaster,Location 146,fire_station,37.89942384064031,-122.43553984139949,3.53405584424612,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 480,hospital,37.11882973149911,-121.79906089691097,109.90672505440229,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 224,fire_station,37.99903186827791,-122.47062125566993,78.56468714739903,Low,No immediate action required.
2023-02-04 03:40:00,37.94113122236878,-122.15506625036956,Zone A,flood,Level 4: Critical Disaster,Location 222,shelter,37.92956097391706,-122.1614734280526,1.4023308832757242,Critical,Evacuate Zone A shelter immediately to alternate zone.
2023-02-04 14:54:00,37.434007491122514,-121.56966977904752,Zone D,earthquake,Level 4: Critical Disaster,Location 927,hospital,37.450845727585,-121.51959567076413,4.809176189475341,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 7,shelter,37.31712016106061,-122.18011573516844,48.26083787863128,Low,No immediate action required.
2023-02-04 15:59:00,37.61868427303619,-122.08520401510282,Zone A,flood,Level 4: Critical Disaster,Location 173,fire_station,37.60291556418693,-122.10643377790689,2.5645068389444865,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 874,hospital,37.066487756931295,-122.25591380243361,106.25441953890872,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 547,shelter,37.654962726691956,-121.77772633661722,4.222991928628168,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 10:20:00,37.21847908964506,-121.68033146171084,Zone D,earthquake,Level 4: Critical Disaster,Location 147,hospital,37.21559554204224,-121.67771617803389,0.39534368387395025,Critical,Reroute ambulances from hospital due to overload risk.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 577,fire_station,37.09261173328856,-121.53429517732332,62.355832752393994,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 428,shelter,37.89624090473628,-121.907476899706,44.25757995847307,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 250,fire_station,37.986053752027544,-121.85089692989985,52.39426094989331,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 791,hospital,37.55116480021428,-121.66247039349977,48.07547869721784,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 766,fire_station,37.83074578637128,-121.60232162649805,28.66293127371331,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 762,fire_station,37.70175822179982,-122.12252248547978,31.16988707019792,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 765,hospital,37.369299760950206,-122.42022577133645,32.50741751337972,Low,No immediate action required.
2023-02-04 07:14:00,37.4413668035115,-121.59097461372838,Zone D,flood,Level 4: Critical Disaster,Location 845,fire_station,37.46121660304411,-121.61394253709761,2.9972569843948165,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 685,shelter,37.0527999243022,-122.12030532132536,69.3311010353193,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 604,fire_station,37.65297300406842,-121.55952611653271,57.0003500423345,Low,No immediate action required.
2023-02-04 16:03:00,37.07088676121224,-122.31158033119632,Zone C,hurricane,Level 4: Critical Disaster,Location 371,fire_station,37.02622137557323,-122.30767823898586,4.969038330690142,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 918,hospital,37.52503865037534,-122.06096213892035,15.347764321966883,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 245,fire_station,37.461084433184965,-122.37708329535852,58.37953134083143,Low,No immediate action required.
2023-02-04 10:21:00,37.469479506069725,-121.9704881830685,Zone D,flood,Level 2: Moderate Disaster,Location 986,hospital,37.43445710421511,-121.96509105365053,3.9162264113267256,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 163,hospital,37.130125874451096,-121.80991709087633,63.164673833710694,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 754,hospital,37.0825249475124,-122.04507840005328,95.59394092946457,Low,No immediate action required.
2023-02-04 01:23:00,37.89150682016602,-121.8476421147638,Zone B,,Level 0: No Disaster,Location 989,shelter,37.88055210761788,-121.85205935615082,1.2764917716388802,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 00:04:00,37.02940992025083,-122.2358532746932,Zone C,,Level 0: No Disaster,Location 385,shelter,37.85425837466351,-121.57697976886358,108.53677409130856,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 132,fire_station,37.12040308577586,-122.018979020484,90.8067638409105,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 937,shelter,37.85315889380607,-121.84698112752292,22.375371670710802,Low,No immediate action required.
2023-02-04 07:22:00,37.76730329160991,-122.23370249519547,Zone A,flood,Level 4: Critical Disaster,Location 706,hospital,37.73754414648542,-122.22456238854592,3.3998177729133197,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 773,shelter,37.743799766906534,-122.02352090560393,22.037417221366223,Low,No immediate action required.
2023-02-04 09:39:00,37.14452156331078,-121.89156755489871,Zone D,,Level 2: Moderate Disaster,Location 757,hospital,37.171320511148515,-121.88730340598178,2.9981855810268097,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 71,shelter,37.670155431514296,-121.91479747850164,12.818641435285931,Low,No immediate action required.
2023-02-04 11:47:00,37.30353259828432,-122.4822734874086,Zone C,earthquake,Level 3: Severe Disaster,Location 484,hospital,37.32720603770388,-122.47238972690306,2.769589567088134,Medium,Monitor hospital for escalation; notify emergency services.
2023-02-04 06:45:00,37.40162629310256,-122.28339550673884,Zone C,flood,Level 4: Critical Disaster,Location 351,fire_station,37.392239124328675,-122.26726645622203,1.767798029910086,Critical,Dispatch mobile units; station may be compromised.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 151,shelter,37.645488564999354,-121.6904280201211,8.957212405160199,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 437,shelter,37.82605011273337,-122.06007099056487,33.49374514063648,Low,No immediate action required.
2023-02-04 15:31:00,37.96577531703668,-121.89280957637864,Zone B,hurricane,Level 4: Critical Disaster,Location 914,shelter,37.954613718683376,-121.85513000257875,3.535450156640731,Medium,Monitor shelter for escalation; notify emergency services.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 221,hospital,37.637256533790215,-121.53921251532331,25.71089789458132,Low,No immediate action required.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 984,shelter,37.664063086586616,-121.5477065162001,21.62244441720988,Low,No immediate action required.
2023-02-04 07:14:00,37.4413668035115,-121.59097461372838,Zone D,flood,Level 4: Critical Disaster,Location 889,fire_station,37.45328020358853,-121.60440450492817,1.7777824984774444,Critical,Dispatch mobile units; station may be compromised.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 925,shelter,37.25140712296279,-122.29920326728282,92.34822556895665,Low,No immediate action required.
2023-02-04 17:19:00,37.59759780535598,-121.73435077581895,Zone B,,Level 0: No Disaster,Location 993,fire_station,37.58769361847891,-121.74422961459148,1.4034049790753778,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:23:00,37.88780728678805,-121.63595374828408,Zone B,earthquake,Level 4: Critical Disaster,Location 485,fire_station,37.92161392692866,-121.6410994842242,3.779547823922724,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 01:48:00,37.61742925148904,-121.78557208320966,Zone B,hurricane,Level 2: Moderate Disaster,Location 795,hospital,37.28266069905368,-122.23020947208025,54.11431728945154,Low,No immediate action required.
2023-02-04 00:11:00,37.98681000235784,-122.39780415264792,Zone A,flood,Level 3: Severe Disaster,Location 681,shelter,37.74696280938418,-122.29830716661814,28.024202057600416,Low,No immediate action required.
2023-02-04 17:03:00,37.89487249668421,-122.34601377361771,Zone A,hurricane,Level 2: Moderate Disaster,Location 427,fire_station,37.897996290297165,-122.36763345681554,1.9329288644840272,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 946,fire_station,37.91777865171148,-121.51880932858025,69.51354875540218,Low,No immediate action required.
2023-02-04 00:10:00,37.60525759856685,-122.20246262639112,Zone A,earthquake,Level 4: Critical Disaster,Location 80,hospital,37.1620972552629,-121.65377906539999,69.13964412829466,Low,No immediate action required.
2023-02-04 13:56:00,37.4643304630556,-122.275453803413,Zone C,earthquake,Level 4: Critical Disaster,Location 932,hospital,37.4658317679,-122.26676042369813,0.7869168815426627,Critical,Reroute ambulances from hospital due to overload risk.
2023-02-04 05:26:00,37.25243949164151,-121.68561998028947,Zone D,,Level 4: Critical Disaster,Location 266,fire_station,37.244654608733086,-121.71589672638541,2.8217133986514775,Medium,Monitor fire_station for escalation; notify emergency services.
2023-02-04 00:16:00,37.23340237227449,-122.00285071719502,Zone C,flood,Level 3: Severe Disaster,Location 988,fire_station,37.219330257852214,-122.01145816139379,1.7385580395596727,High,
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 951,shelter,37.96978148130876,-122.01792562956855,39.122751927105014,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 717,hospital,37.02507899670552,-121.81843899918411,95.31756701696926,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 619,fire_station,37.28840627148492,-121.73698727405923,65.23463179077113,Low,No immediate action required.
2023-02-04 00:01:00,37.86491027899463,-121.59314876782145,Zone B,,Level 0: No Disaster,Location 395,fire_station,37.51251552026631,-122.0499600516092,56.153404257344626,Low,No immediate action required.
