user_id,text,timestamp,latitude,longitude,zone,time_diff_minutes,temporal_score
102989,earthquake felt,01-01-2023 02:44,37.96398272,-122.0642774,Zone A,15,1
148211,earthquake felt,01-01-2023 02:45,37.28132754,-122.3662999,Zone C,35,0
151071,emergency in Zone A,01-01-2023 02:46,37.44355701,-122.2617934,Zone C,27,0
140600,evacuate Zone C,01-01-2023 02:47,37.44899641,-122.1333002,Zone C,26,0
125852,earthquake felt,01-01-2023 02:48,37.96526073,-122.3307161,Zone A,1,1
120762,earthquake felt,01-01-2023 02:49,37.5062867,-122.0003671,Zone A,64,0
118545,emergency in Zone A,01-01-2023 02:50,37.03423965,-122.2713631,Zone C,52,0
119256,flood near river,01-01-2023 02:51,37.9840528,-121.9022391,Zone B,235,0
182449,emergency in Zone A,01-01-2023 02:52,37.87988111,-122.1714521,Zone A,119,0
197851,earthquake felt,01-01-2023 02:53,37.98974022,-122.3446843,Zone A,6,1
125105,evacuate Zone C,01-01-2023 02:54,37.1255298,-121.6297199,Zone D,118,0
189928,emergency in Zone A,01-01-2023 02:55,37.58720937,-121.5324927,Zone B,31,0
122018,fire in downtown,01-01-2023 02:56,37.52428071,-121.7665234,Zone B,7,1
182547,earthquake felt,01-01-2023 02:57,37.56112074,-121.6182866,Zone B,8,1
107337,emergency in Zone A,01-01-2023 02:58,37.18170029,-122.3710436,Zone C,22,0
184380,emergency in Zone A,01-01-2023 02:59,37.8677758,-121.5252841,Zone B,68,0
112645,flood near river,01-01-2023 03:00,37.09619858,-122.3655232,Zone C,62,0
145165,flood near river,01-01-2023 03:01,37.41308914,-122.3457442,Zone C,46,0
147080,flood near river,01-01-2023 03:02,37.23950584,-122.0187122,Zone C,17,0
156321,earthquake felt,01-01-2023 03:03,37.65634392,-121.7373999,Zone B,2,1
136892,earthquake felt,01-01-2023 03:04,37.28550761,-122.137357,Zone C,79,0
191063,earthquake felt,01-01-2023 03:05,37.99943771,-122.2239895,Zone A,70,0
171257,emergency in Zone A,01-01-2023 03:06,37.31471801,-122.3230996,Zone C,68,0
169597,evacuate Zone C,01-01-2023 03:07,37.54152588,-122.0761012,Zone A,6,1
172472,earthquake felt,01-01-2023 03:08,37.76913426,-122.0556745,Zone A,28,0
176264,earthquake felt,01-01-2023 03:09,37.32619844,-121.9573781,Zone D,24,0
104272,fire in downtown,01-01-2023 03:10,37.96217769,-122.0950726,Zone A,11,1
146905,fire in downtown,01-01-2023 03:11,37.86582099,-121.5758028,Zone B,59,0
188469,emergency in Zone A,01-01-2023 03:12,37.22574426,-122.1671851,Zone C,173,0
104934,emergency in Zone A,01-01-2023 03:13,37.88701278,-121.877928,Zone B,56,0
183227,earthquake felt,01-01-2023 03:14,37.03327378,-122.3438525,Zone C,76,0
166599,earthquake felt,01-01-2023 03:15,37.54626004,-121.7761869,Zone B,3,1
176324,emergency in Zone A,01-01-2023 03:16,37.87578719,-122.4286718,Zone A,57,0
133680,evacuate Zone C,01-01-2023 03:17,37.9778655,-121.5155886,Zone B,23,0
172215,earthquake felt,01-01-2023 03:18,37.69523372,-122.4736946,Zone A,97,0
147684,flood near river,01-01-2023 03:19,37.68562654,-121.7278463,Zone B,14,1
126049,earthquake felt,01-01-2023 03:20,37.72771495,-121.717158,Zone B,116,0
116451,flood near river,01-01-2023 03:21,37.57068226,-122.4465328,Zone A,13,1
114735,fire in downtown,01-01-2023 03:22,37.27180002,-121.946949,Zone D,37,0
178684,earthquake felt,01-01-2023 03:23,37.54700439,-122.2604578,Zone A,10,1
186725,earthquake felt,01-01-2023 03:24,37.56444482,-121.8645536,Zone B,102,0
180562,evacuate Zone C,01-01-2023 03:25,37.14328403,-122.2886095,Zone C,127,0
189476,emergency in Zone A,01-01-2023 03:26,37.29324628,-121.5907874,Zone D,147,0
126710,flood near river,01-01-2023 03:27,37.49272694,-122.0834156,Zone C,14,1
118973,fire in downtown,01-01-2023 03:28,37.19900091,-121.7015242,Zone D,18,0
185255,earthquake felt,01-01-2023 03:29,37.55914457,-121.9242747,Zone B,107,0
180248,evacuate Zone C,01-01-2023 03:30,37.17466017,-121.9243507,Zone D,6,1
127101,fire in downtown,01-01-2023 03:31,37.01105327,-122.1206321,Zone C,3,1
198078,earthquake felt,01-01-2023 03:32,37.40712871,-122.2358999,Zone C,15,1
192120,flood near river,01-01-2023 03:33,37.3284754,-121.9081642,Zone D,48,0
154922,fire in downtown,01-01-2023 03:34,37.26241124,-122.0502632,Zone C,49,0
150070,fire in downtown,01-01-2023 03:35,37.7316394,-122.465673,Zone A,80,0
101757,emergency in Zone A,01-01-2023 03:36,37.50213067,-121.8150075,Zone B,89,0
171011,evacuate Zone C,01-01-2023 03:37,37.67623028,-122.2983991,Zone A,39,0
145475,emergency in Zone A,01-01-2023 03:38,37.13602483,-122.1645994,Zone C,209,0
144747,emergency in Zone A,01-01-2023 03:39,37.90419612,-121.9672928,Zone B,40,0
147035,earthquake felt,01-01-2023 03:40,37.45673558,-122.0022505,Zone C,106,0
139642,flood near river,01-01-2023 03:41,37.63034614,-122.1766727,Zone A,28,0
170661,earthquake felt,01-01-2023 03:42,37.56251108,-121.5872366,Zone B,49,0
114088,evacuate Zone C,01-01-2023 03:43,37.29500365,-122.3460829,Zone C,23,0
145222,flood near river,01-01-2023 03:44,37.38640946,-121.6647918,Zone D,2,1
124024,evacuate Zone C,01-01-2023 03:45,37.94187535,-122.4310383,Zone A,28,0
161973,emergency in Zone A,01-01-2023 03:46,37.57695387,-121.5543536,Zone B,82,0
128431,flood near river,01-01-2023 03:47,37.92702263,-122.2897462,Zone A,64,0
179030,flood near river,01-01-2023 03:48,37.71243864,-121.5389146,Zone B,22,0
169395,flood near river,01-01-2023 03:49,37.21673596,-121.5178656,Zone D,724,0
143260,emergency in Zone A,01-01-2023 03:50,37.87081447,-121.591737,Zone B,20,0
189823,fire in downtown,01-01-2023 03:51,37.86067772,-121.6286756,Zone B,19,0
181601,fire in downtown,01-01-2023 03:52,37.97459881,-121.8169785,Zone B,174,0
126727,fire in downtown,01-01-2023 03:53,37.22415041,-122.3878011,Zone C,21,0
134741,emergency in Zone A,01-01-2023 03:54,37.15176593,-121.6734154,Zone D,98,0
190311,earthquake felt,01-01-2023 03:55,37.46712193,-122.4140509,Zone C,21,0
191922,earthquake felt,01-01-2023 03:56,37.66734304,-121.850442,Zone B,3,1
119938,evacuate Zone C,01-01-2023 03:57,37.09617893,-121.5958449,Zone D,1,1
186132,fire in downtown,01-01-2023 03:58,37.07592744,-121.6369304,Zone D,0,1
126576,fire in downtown,01-01-2023 03:59,37.62145092,-122.0973117,Zone A,5,1
123679,earthquake felt,01-01-2023 04:00,37.56837711,-121.6444828,Zone B,31,0
194571,emergency in Zone A,01-01-2023 04:01,37.60722486,-121.8384262,Zone B,56,0
157212,fire in downtown,01-01-2023 04:02,37.43207733,-121.9805952,Zone D,21,0
110495,earthquake felt,01-01-2023 04:03,37.54849159,-122.3273966,Zone A,16,0
195684,emergency in Zone A,01-01-2023 04:04,37.28493885,-121.7139573,Zone D,18,0
179827,earthquake felt,01-01-2023 04:05,37.9023664,-121.5982195,Zone B,25,0
187717,fire in downtown,01-01-2023 04:06,37.02651945,-122.4775535,Zone C,104,0
109710,fire in downtown,01-01-2023 04:07,37.52542819,-122.05785,Zone A,79,0
199454,earthquake felt,01-01-2023 04:08,37.76393025,-122.341718,Zone A,47,0
183811,flood near river,01-01-2023 04:09,37.77917383,-122.3918905,Zone A,46,0
195682,fire in downtown,01-01-2023 04:10,37.9522894,-122.301148,Zone A,41,0
123658,flood near river,01-01-2023 04:11,37.49930313,-121.5725218,Zone D,20,0
164420,fire in downtown,01-01-2023 04:12,37.19101846,-121.7557268,Zone D,80,0
118457,emergency in Zone A,01-01-2023 04:13,37.28839512,-122.3780254,Zone C,1,1
122156,emergency in Zone A,01-01-2023 04:14,37.92504686,-121.7416769,Zone B,221,0
198789,flood near river,01-01-2023 04:15,37.55214635,-121.9233487,Zone B,69,0
160744,flood near river,01-01-2023 04:16,37.43679576,-121.7917142,Zone D,32,0
114130,flood near river,01-01-2023 04:17,37.61484554,-121.8815591,Zone B,67,0
128282,earthquake felt,01-01-2023 04:18,37.61040931,-122.3698697,Zone A,44,0
185113,earthquake felt,01-01-2023 04:19,37.36331285,-122.2680235,Zone C,151,0
127966,evacuate Zone C,01-01-2023 04:20,37.18625106,-121.7938437,Zone D,72,0
111653,fire in downtown,01-01-2023 04:21,37.47883044,-121.7612893,Zone D,27,0
133241,earthquake felt,01-01-2023 04:22,37.74416655,-122.2056279,Zone A,102,0
180646,evacuate Zone C,01-01-2023 04:23,37.22660521,-122.2256331,Zone C,103,0
172502,emergency in Zone A,01-01-2023 04:24,37.78057973,-122.1847361,Zone A,104,0
175687,flood near river,01-01-2023 04:25,37.05997908,-121.9697943,Zone D,57,0
115346,fire in downtown,01-01-2023 04:26,37.60954529,-121.5528034,Zone B,43,0
128310,fire in downtown,01-01-2023 04:27,37.28071973,-122.4917408,Zone C,13,1
177529,flood near river,01-01-2023 04:28,37.66920536,-122.0111193,Zone A,24,0
112799,flood near river,01-01-2023 04:29,37.88927791,-122.1527335,Zone A,22,0
104989,emergency in Zone A,01-01-2023 04:30,37.70525589,-122.2596362,Zone A,92,0
120559,flood near river,01-01-2023 04:31,37.08178836,-121.8502798,Zone D,52,0
148949,fire in downtown,01-01-2023 04:32,37.39837424,-122.4115057,Zone C,7,1
176108,flood near river,01-01-2023 04:33,37.20583732,-122.3381365,Zone C,19,0
144066,evacuate Zone C,01-01-2023 04:34,37.64236734,-122.0462913,Zone A,30,0
115018,emergency in Zone A,01-01-2023 04:35,37.44676882,-121.9535442,Zone D,98,0
166052,flood near river,01-01-2023 04:36,37.48608915,-121.9349642,Zone D,48,0
149051,flood near river,01-01-2023 04:37,37.29832811,-122.058568,Zone C,14,1
110073,flood near river,01-01-2023 04:38,37.50903877,-121.9362423,Zone B,46,0
142907,earthquake felt,01-01-2023 04:39,37.10553913,-121.5225755,Zone D,41,0
174497,evacuate Zone C,01-01-2023 04:40,37.77234123,-122.4979909,Zone A,108,0
124438,emergency in Zone A,01-01-2023 04:41,37.02201859,-122.3641136,Zone C,69,0
127407,emergency in Zone A,01-01-2023 04:42,37.28065697,-121.9243477,Zone D,91,0
171070,earthquake felt,01-01-2023 04:43,37.10125572,-122.3607188,Zone C,67,0
143442,earthquake felt,01-01-2023 04:44,37.30027696,-122.3265374,Zone C,30,0
182223,flood near river,01-01-2023 04:45,37.01245628,-121.8147301,Zone D,67,0
175125,evacuate Zone C,01-01-2023 04:46,37.73354108,-121.6683943,Zone B,30,0
170167,fire in downtown,01-01-2023 04:47,37.99786898,-122.3336622,Zone A,44,0
112817,evacuate Zone C,01-01-2023 04:48,37.34717985,-122.4701209,Zone C,9,1
195142,earthquake felt,01-01-2023 04:49,37.98424382,-121.74585,Zone B,206,0
157309,emergency in Zone A,01-01-2023 04:50,37.93772709,-122.1248791,Zone A,31,0
134339,flood near river,01-01-2023 04:51,37.14152324,-122.3612929,Zone C,37,0
148464,fire in downtown,01-01-2023 04:52,37.23678724,-121.9774057,Zone D,31,0
122416,emergency in Zone A,01-01-2023 04:53,37.64901376,-121.6930344,Zone B,12,1
118874,evacuate Zone C,01-01-2023 04:54,37.01974529,-122.3299802,Zone C,56,0
153889,earthquake felt,01-01-2023 04:55,37.67762052,-122.3036328,Zone A,0,1
138415,emergency in Zone A,01-01-2023 04:56,37.54067235,-122.0971236,Zone A,30,0
144519,emergency in Zone A,01-01-2023 04:57,37.15351195,-121.6075167,Zone D,116,0
167801,fire in downtown,01-01-2023 04:58,37.08644491,-121.854501,Zone D,25,0
117095,evacuate Zone C,01-01-2023 04:59,37.07246802,-122.2254207,Zone C,128,0
196259,emergency in Zone A,01-01-2023 05:00,37.11125313,-121.5615083,Zone D,62,0
186066,flood near river,01-01-2023 05:01,37.35005685,-121.892052,Zone D,12,1
196240,earthquake felt,01-01-2023 05:02,37.21072282,-121.5839441,Zone D,51,0
128733,evacuate Zone C,01-01-2023 05:03,37.08968788,-121.8653853,Zone D,20,0
106708,flood near river,01-01-2023 05:04,37.31569376,-122.2584567,Zone C,62,0
143047,evacuate Zone C,01-01-2023 05:05,37.86277186,-122.3058242,Zone A,10,1
165800,fire in downtown,01-01-2023 05:06,37.4789984,-121.7724413,Zone D,1,1
117485,fire in downtown,01-01-2023 05:07,37.59717628,-121.7859263,Zone B,2,1
106819,fire in downtown,01-01-2023 05:08,37.95675689,-122.0955765,Zone A,18,0
170479,evacuate Zone C,01-01-2023 05:09,37.94425328,-121.9993374,Zone B,19,0
118272,evacuate Zone C,01-01-2023 05:10,37.48622331,-121.5587987,Zone D,1,1
175408,flood near river,01-01-2023 05:11,37.58683397,-121.5772748,Zone B,2,1
155520,earthquake felt,01-01-2023 05:12,37.51255126,-122.0555196,Zone A,14,1
193714,fire in downtown,01-01-2023 05:13,37.714641,-121.565325,Zone B,32,0
193691,emergency in Zone A,01-01-2023 05:14,37.72594093,-122.2925823,Zone A,19,0
147825,emergency in Zone A,01-01-2023 05:15,37.58400838,-122.4680721,Zone A,45,0
125006,evacuate Zone C,01-01-2023 05:16,37.0401608,-122.1951816,Zone C,111,0
177018,fire in downtown,01-01-2023 05:17,37.51064708,-121.7609921,Zone B,7,1
153453,earthquake felt,01-01-2023 05:18,37.95524907,-121.5799609,Zone B,45,0
194393,earthquake felt,01-01-2023 05:19,37.31437562,-121.8283611,Zone D,30,0
108522,earthquake felt,01-01-2023 05:20,37.44943326,-122.2428478,Zone C,90,0
148423,flood near river,01-01-2023 05:21,37.91765519,-121.775241,Zone B,85,0
